what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.search,3.4.0.v20080603-2000,org.eclipse.search.ui.openSearchDialog,1230245476892
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1230245477214
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1230245479557
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1230245495604
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1230245504481
executed,command,org.eclipse.search,3.4.0.v20080603-2000,org.eclipse.search.ui.openSearchDialog,1230245504523
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1230245504871
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1230245506770
closed,editor,org.eclipse.jdt.ui,3.4.0.v20080603-2000,org.eclipse.jdt.ui.CompilationUnitEditor,1230245508401
opened,editor,org.eclipse.jdt.ui,3.4.0.v20080603-2000,org.eclipse.jdt.ui.PropertiesFileEditor,1230245508681
activated,editor,org.eclipse.jdt.ui,3.4.0.v20080603-2000,org.eclipse.jdt.ui.PropertiesFileEditor,1230245508731
executed,command,org.eclipse.ui,3.4.0.I20080610-1200,org.eclipse.ui.edit.copy,1230245525244
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1230245585607
activated,view,org.eclipse.search,3.4.0.v20080603-2000,org.eclipse.search.ui.views.SearchView,1230245588430
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1230245588464
executed,command,org.eclipse.search,3.4.0.v20080603-2000,org.eclipse.search.ui.openSearchDialog,1230245588530
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1230245588892
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1230245590280
activated,editor,org.eclipse.jdt.ui,3.4.0.v20080603-2000,org.eclipse.jdt.ui.PropertiesFileEditor,1230245590396
activated,view,org.eclipse.search,3.4.0.v20080603-2000,org.eclipse.search.ui.views.SearchView,1230245604882
closed,editor,org.eclipse.jdt.ui,3.4.0.v20080603-2000,org.eclipse.jdt.ui.PropertiesFileEditor,1230245613888
opened,editor,org.eclipse.jdt.ui,3.4.0.v20080603-2000,org.eclipse.jdt.ui.CompilationUnitEditor,1230245614026
activated,editor,org.eclipse.jdt.ui,3.4.0.v20080603-2000,org.eclipse.jdt.ui.CompilationUnitEditor,1230245614087
started,bundle,org.eclipse.mylyn.ide.ant,3.0.0.v20080619-1900,org.eclipse.mylyn.ide.ant,1230245692544
started,bundle,org.eclipse.mylyn.java.ui,3.0.0.v20080619-1900,org.eclipse.mylyn.java.ui,1230245692605
