what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.team.cvs.ui,3.3.100.I20080604,org.eclipse.team.cvs.ui,1230236798525
started,bundle,org.eclipse.emf.mint,0.7.0.v200806172223,org.eclipse.emf.mint,1230236798525
started,bundle,org.eclipse.emf.mint.ui,0.7.0.v200806172223,org.eclipse.emf.mint.ui,1230236798526
started,bundle,org.eclipse.jet.ui,0.9.0.v20080527,org.eclipse.jet.ui,1230236798539
started,bundle,org.eclipse.m2m.atl.adt.wizard,2.0.0.v200806101117,org.eclipse.m2m.atl.adt.wizard,1230236798539
started,bundle,org.eclipse.pde.ui,3.4.0.v20080530,org.eclipse.pde.ui,1230236798552
started,bundle,org.eclipse.ui.views.log,1.0.0.v20080522-2200,org.eclipse.ui.views.log,1230236798570
opened,editor,org.eclipse.jdt.ui,3.4.0.v20080603-2000,org.eclipse.jdt.ui.CompilationUnitEditor,1230236799833
activated,editor,org.eclipse.jdt.ui,3.4.0.v20080603-2000,org.eclipse.jdt.ui.CompilationUnitEditor,1230236799982
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1230236881602
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1230237150181
activated,view,org.eclipse.jdt.ui,3.4.0.v20080603-2000,org.eclipse.jdt.ui.PackageExplorer,1230237154013
started,bundle,org.eclipse.m2m.atl.engine.vm,2.0.0.v200806101117,org.eclipse.m2m.atl.engine.vm,1230237155229
started,bundle,org.eclipse.m2m.atl.adt.editor,2.0.0.v200806101117,org.eclipse.m2m.atl.adt.editor,1230237155230
started,bundle,org.eclipse.compare,3.4.0.I20080604,org.eclipse.compare,1230237156377
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1230237160025
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1230237309149
executed,command,org.eclipse.ui,3.4.0.I20080610-1200,org.eclipse.ui.file.import,1230237309217
executed,command,org.eclipse.ui,3.4.0.I20080610-1200,org.eclipse.ui.file.import,1230237309217
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1230237330986
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1230237423926
executed,command,org.eclipse.ui,3.4.0.I20080610-1200,org.eclipse.ui.file.import,1230237423995
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1230237433016
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1230237514107
executed,command,org.eclipse.ui,3.4.0.I20080610-1200,org.eclipse.ui.file.properties,1230237514184
