what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.jdt.ui,3.4.0.v20080603-2000,org.eclipse.jdt.ui.CompilationUnitEditor,1230244480808
executed,command,org.eclipse.jdt.ui,3.4.0.v20080603-2000,org.eclipse.jdt.ui.edit.text.java.open.editor,1230244480822
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1230244581535
executed,command,org.eclipse.ui,3.4.0.I20080610-1200,org.eclipse.ui.edit.findReplace,1230244581598
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1230244583691
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1230244604257
activated,view,org.eclipse.search,3.4.0.v20080603-2000,org.eclipse.search.ui.views.SearchView,1230244610400
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1230244610437
executed,command,org.eclipse.search,3.4.0.v20080603-2000,org.eclipse.search.ui.openSearchDialog,1230244610539
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1230244610862
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1230244623131
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1230244627989
activated,editor,org.eclipse.jdt.ui,3.4.0.v20080603-2000,org.eclipse.jdt.ui.CompilationUnitEditor,1230244671020
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1230244671128
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1230244674659
activated,view,org.eclipse.search,3.4.0.v20080603-2000,org.eclipse.search.ui.views.SearchView,1230244679136
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1230244679195
executed,command,org.eclipse.search,3.4.0.v20080603-2000,org.eclipse.search.ui.openSearchDialog,1230244679246
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1230244679597
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1230244680292
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1230244685299
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1230244695417
executed,command,org.eclipse.search,3.4.0.v20080603-2000,org.eclipse.search.ui.openFileSearchPage,1230244695492
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1230244695812
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1230244705558
